X,Y,tree_id,flag_id,site_id,plot_id,spp,dist_x,dist_y,status,dbh,height_m,hdm_pa,b_lc,dmr_l,dmr_m,dmr_u,broom_pa,broom_pos,stem_pa,crown_class,dam_agent_1,dam_agent_2,path_ind_1,path_ind_2,crown_cond,notes,dist_m,az_deg,outside_10,assessed_by,tree_type,dmr,dmr_f,ht_corr,Dec,corr_az_deg,tr_az,tr_leng,dist_y_h,plot_x_utm,plot_y_utm
1264051.0201187,476883.509128413,r11,w14,mi_1,136,Fd,-0.3,10.7,LS,21.8,,"-","-",,,,"-","-","-",C,,,"-","-","2",signs of HDM,10.535165280548,,,,regen,,"-",,15.67497474,144.368221355671,146,21.5,10.5308930052709,1264044.88260679,476892.071876516
1264049.91099684,476880.861569224,r12,w15,mi_1,136,Fd,2.1,12.3,LS,11,,"-","-",,,,"-","-","-",I,,,"-","-","2",SNC?,12.2864028948718,,,,regen,,"-",,15.67497474,155.841352042859,146,21.5,12.1056059780217,1264044.88260679,476892.071876516
1264052.50677869,476881.662722663,r13,w37,mi_1,136,Hw,-0.5,13.1,LF,13.6,,N,"-",0,0,0,"-","-","-",I,,,"-","-","2",,12.9026540335061,,,,regen,0,"0",,15.67497474,143.779134075827,146,21.5,12.8929624643971,1264044.88260679,476892.071876516
1264052.25666551,476880.781726548,r14,w75,mi_1,136,Fd,0.2,13.7,LS,19,,"-","-",,,,"-","-","-",C,,,"1","-","2",signs of HDM below live crown,13.4849630442158,,,,regen,,"-",,15.67497474,146.849804038431,146,21.5,13.4834798291786,1264044.88260679,476892.071876516
1264051.40046065,476880.441639962,r15,w119,mi_1,136,Mv,1.1,13.5,LS,4.9,,"-","-",,,,"-","-","-",S,,,"-","-","1",,13.3320974078518,,,,regen,,"-",,15.67497474,150.732720075994,146,21.5,13.2866407075848,1264044.88260679,476892.071876516
1264050.40561557,476879.770608478,r16,w47,mi_1,136,Hw,2.3,13.5,LS,26.9,22.1,Y,N,0,1,0,N,"-","-",C,,,"-","-","1",,13.4842434453123,,,,regen,1,"1",21.6,15.67497474,155.820929774565,146,21.5,13.2866407075848,1264044.88260679,476892.071876516
1264054.54643328,476901.671456701,r17,y36,mi_1,140,Hw,1.7,0.7,LS,17,,Y,Y,2,1,0,Y,"1",Y,I,,,,,"1",,1.83326388502561,,,,regen,3,"3",,15.67497474,214.018973470448,146,21.5,0.686189822235205,1264055.57208468,476903.190961781
1264055.09595328,476901.214418137,r18,y12,mi_1,140,Hw,1.5,1.4,SN,8.1,,Y,"-",,,,"-","-","-","-",,,,,"-",,2.03308285334286,,,,regen,,DI,,15.67497474,193.543988915,146,21.5,1.37237964447041,1264055.57208468,476903.190961781
1264056.58414298,476901.154036149,r19,y63,mi_1,140,Hw,0.3,2.3,SN,8.4,,Y,"-",,,,"-","-","-","-",,,,,"-",resid #1,2.27449511671307,,,,regen,,DI,,15.67497474,153.57924978677,146,21.5,2.25462370162996,1264055.57208468,476903.190961781
1264058.68074667,476901.622276648,r20,y66,mi_1,140,Hw,-1.7,3.1,LS,27.7,,Y,Y,2,2,1,Y,"1",Y,C,,,,,"1",,3.48203280331802,,,,regen,5,"5",,15.67497474,116.776308995188,146,21.5,3.03884064132734,1264055.57208468,476903.190961781
1264059.58725077,476900.814816557,r21,y5,mi_1,140,Hw,-2,4.3,SN,5.1,,Y,"-",,,,"-","-","-","-",,,,,"-",,4.66557872470669,,,,regen,,DI,,15.67497474,120.616728865131,146,21.5,4.2151660508734,1264055.57208468,476903.190961781
1264058.16837173,476897.374687123,r22,y65,mi_1,140,Hw,1.1,6.4,LS,23.6,24.3,Y,Y,1,1,0,N,"-","-",C,,,,,"1",,6.36943932732956,,,,regen,2,"2",23.8,15.67497474,155.944820185165,146,21.5,6.27373551757902,1264055.57208468,476903.190961781
1264061.94570102,476897.675928598,r23,y61,mi_1,140,Hw,-2.2,8.3,LS,12.8,,Y,Y,1,1,1,N,"-","-",C,,,,,"1",,8.42843854201156,,,,regen,3,"3",,15.67497474,130.869342884007,146,21.5,8.13625074936029,1264055.57208468,476903.190961781
1264061.55519199,476896.466590386,r24,y4,mi_1,140,Hw,-1.2,9.1,LS,21,,Y,Y,1,1,1,Y,"1",N,C,,,,,"1",,9.00081906225883,,,,regen,3,"3",,15.67497474,138.338445780023,146,21.5,8.92046768905767,1264055.57208468,476903.190961781
1264061.94026378,476896.253356313,r25,y62,mi_1,140,Hw,-1.4,9.5,LS,18.9,,Y,Y,1,1,0,N,"-","-",C,,,,,"1",,9.41722223988747,,,,regen,2,"2",,15.67497474,137.450500513414,146,21.5,9.31257615890636,1264055.57208468,476903.190961781
1264060.08693412,476894.5303014,r26,y67,mi_1,140,Hw,1.1,9.9,LS,15.9,,Y,Y,0,0,0,N,"-","-",C,,,,,"1",forked with r27,9.76682669773527,,,,regen,0,IBLC,,15.67497474,152.466723346269,146,21.5,9.70468462875505,1264055.57208468,476903.190961781
1264060.36237377,476894.479603654,r27,y8,mi_1,140,Hw,0.9,10.1,LS,22.9,21.5,N,"-",0,0,0,"-","-","-",C,,,,,"1",forked with r26,9.9415607450124,,,,regen,0,"0",21,15.67497474,151.194043382807,146,21.5,9.90073886367939,1264055.57208468,476903.190961781
1264062.76250481,476895.03433386,r28,y3,mi_1,140,Fd,-1.4,11,LS,17.2,,"-","-",,,,"-","-","-",C,,,,,"2",,10.8734870520502,,,,regen,,"-",,15.67497474,138.6024296308,146,21.5,10.7829829208389,1264055.57208468,476903.190961781
1264064.59952275,476892.489671918,r29,y7,mi_1,140,Hw,-1.5,14.2,LS,29,,Y,Y,0,1,0,N,"-","-",C,,,,,"1",,14.0004372411419,,,,regen,1,"1",,15.67497474,139.849553001072,146,21.5,13.9198506796284,1264055.57208468,476903.190961781
1264063.43615153,476890.995515711,r30,y70,mi_1,140,Fd,0.3,14.8,DS,12.9,,"-","-",,,,"-","-","-","-",,,"7",,"3",,14.5111147870166,,,,regen,,"-",,15.67497474,147.184606335953,146,21.5,14.5080133844015,1264055.57208468,476903.190961781
1264063.12582765,476889.130810648,r31,y64,mi_1,140,Hw,1.6,16.2,LS,33.1,23.3,Y,Y,1,0,0,N,"-","-",D,,,,,"1",,15.9607920464945,,,,regen,1,"1",22.8,15.67497474,151.753316363567,146,21.5,15.8803930288719,1264055.57208468,476903.190961781
1264064.94427307,476888.93846275,r32,y71,mi_1,140,Fd,0.2,17.4,LS,11.3,,"-","-",,,,"-","-","-",I,DF,,"7",,"2",,17.0578909566062,,,,regen,,"-",,15.67497474,146.671795739415,146,21.5,17.056718438418,1264055.57208468,476903.190961781
1264065.96312792,476888.679752475,r33,y58,mi_1,140,Hw,-0.5,18.2,LL,4,,N,"-",0,0,0,"-","-","-",S,,,"1",,"2",,17.8479403620162,,,,regen,0,"0",,15.67497474,144.394680972438,146,21.5,17.8409353781153,1264055.57208468,476903.190961781
1264068.14127606,476888.848269193,r34,y6,mi_1,140,Hw,-2.4,19.3,LL,4.2,,N,"-",0,0,0,"-","-","-",S,,,,,"2",,19.0708521746565,,,,regen,0,"0",,15.67497474,138.770357290064,146,21.5,18.9192336701992,1264055.57208468,476903.190961781
1264068.82715657,476888.010238685,r35,y68,mi_1,140,Fd,-2.5,20.4,LS,14,,"-","-",,,,"-","-","-",C,,,,,"2",,20.153195393846,,,,regen,,"-",,15.67497474,138.874113341384,146,21.5,19.9975319622831,1264055.57208468,476903.190961781
1264067.71452349,476885.3678851,r36,y60,mi_1,140,Fd,-0.1,22,LS,24.7,,"-","-",,,,"-","-","-",D,,,,,"2",,21.5661976872238,,,,regen,,"-",,15.67497474,145.734325050421,146,21.5,21.5659658416779,1264055.57208468,476903.190961781
1264068.80636403,476908.082492432,r37,y59,mi_1,141,Hw,-0.4,3.7,DS,5.7,,Y,"-",,,,"-","-","-","-",DR,,,,"-",,3.64513791409966,,,,regen,,DI,,15.67497474,139.699947779857,146,21.5,3.62312439930053,1264066.44872355,476910.862521528
1264069.79967394,476908.398141585,r38,y120,mi_1,141,Fd,-1.4,4,DS,10.6,,"-","-",,,,"-","-","-","-",,,,,"-",,4.15957173342062,,,,regen,,"-",,15.67497474,126.331773546405,146,21.5,3.91689124248706,1264066.44872355,476910.862521528
1264067.94303942,476905.964669663,r39,y14,mi_1,141,Hw,1.5,5,LS,15.7,,Y,Y,2,2,1,Y,"1",Y,I,,,,,"1",,5.12073557421683,,,,regen,5,"5",,15.67497474,163.033252758066,146,21.5,4.89611405310883,1264066.44872355,476910.862521528
1264068.26697855,476904.411435168,r40,y9,mi_1,141,Hw,2.1,6.5,LS,33,28.6,Y,Y,2,1,0,Y,"4",Y,D,,,,,"1",Resid #3,6.70242989277576,,,,regen,3,"3",28.1,15.67497474,164.259375465868,146,21.5,6.36494826904148,1264066.44872355,476910.862521528
1264071.58159366,476906.292824451,r41,y20,mi_1,141,Mv,-1.7,6.8,LL,4.7,,"-","-",,,,"-","-","-",S,,,,,"2",clump (r41-r44),6.87229851984135,,,,regen,,"-",,15.67497474,131.678067435221,146,21.5,6.65871511222801,1264066.44872355,476910.862521528
1264071.58159366,476906.292824451,r42,y19,mi_1,141,Mv,-1.7,6.8,DS,4,,"-","-",,,,"-","-","-","-",,,,,"-",clump (r41-r44),6.87229851984135,,,,regen,,"-",,15.67497474,131.678067435221,146,21.5,6.65871511222801,1264066.44872355,476910.862521528
1264071.58159366,476906.292824451,r43,y22,mi_1,141,Mv,-1.7,6.8,LS,4.4,,"-","-",,,,"-","-","-",S,,,,,"2",clump (r41-r44),6.87229851984135,,,,regen,,"-",,15.67497474,131.678067435221,146,21.5,6.65871511222801,1264066.44872355,476910.862521528
1264071.58159366,476906.292824451,r44,y23,mi_1,141,Mv,-1.7,6.8,DS,4.3,,"-","-",,,,"-","-","-","-",,,,,"-",clump (r41-r44),6.87229851984135,,,,regen,,"-",,15.67497474,131.678067435221,146,21.5,6.65871511222801,1264066.44872355,476910.862521528
1264072.18392555,476905.399830698,r45,y57,mi_1,141,Mv,-1.7,7.9,SN,4.1,,"-","-",,,,"-","-","-","-",,,,,"-",,7.92045030881885,,,,regen,,"-",,15.67497474,133.605928898116,146,21.5,7.73586020391195,1264066.44872355,476910.862521528
1264069.14309767,476903.112535165,r46,y48,mi_1,141,Mv,2.1,8.1,SN,5,,"-","-",,,,"-","-","-","-",,,,,"-",clump (r46-r47),8.20499485042879,,,,regen,,"-",,15.67497474,160.829390068855,146,21.5,7.9317047660363,1264066.44872355,476910.862521528
1264069.14309767,476903.112535165,r47,y32,mi_1,141,Mv,2.1,8.1,LL,4.6,,"-","-",,,,"-","-","-",S,,,,,"-",clump (r46-r47),8.20499485042879,,,,regen,,"-",,15.67497474,160.829390068855,146,21.5,7.9317047660363,1264066.44872355,476910.862521528
1264070.71059315,476902.398090025,r48,y10,mi_1,141,Hw,1.2,9.6,LS,19.4,,Y,Y,1,1,0,Y,"1",N,C,,,,,"1",,9.4768208356768,,,,regen,2,"2",,15.67497474,153.274592312234,146,21.5,9.40053898196895,1264066.44872355,476910.862521528
1264071.53963072,476902.957282929,r49,y16,mi_1,141,Hw,0.2,9.6,LS,25,23.5,Y,Y,1,1,0,N,"-","-",C,,,,,"1",,9.40266627885505,,,,regen,2,"2",23,15.67497474,147.218805371733,146,21.5,9.40053898196895,1264066.44872355,476910.862521528
1264073.77803217,476904.467103768,r50,y106,mi_1,141,Hw,-2.5,9.6,LS,36,,Y,Y,2,1,0,Y,"4",Y,D,,,,,"1",,9.72728806767425,,,,regen,3,"3",,15.67497474,131.107343015644,146,21.5,9.40053898196895,1264066.44872355,476910.862521528
1264073.19617069,476903.720286404,r51,y18,mi_1,141,U,-1.6,9.9,SN,6.5,,"-","-",,,,"-","-","-","-",,,,,"-",,9.82545497326427,,,,regen,,"-",,15.67497474,136.628085987307,146,21.5,9.69430582515548,1264066.44872355,476910.862521528
1264073.08512062,476903.527266573,r52,y17,mi_1,141,Hw,-1.4,10,LS,19.6,20.5,Y,Y,0,1,0,N,"-","-",C,,,,,"1",,9.89180121536007,,,,regen,1,"1",20,15.67497474,137.863531316419,146,21.5,9.79222810621766,1264066.44872355,476910.862521528
1264071.42551029,476902.053498435,r53,y11,mi_1,141,Hw,0.8,10.3,LS,21.4,,Y,Y,1,1,0,N,"-","-",C,,,,,"1",,10.1176723666764,,,,regen,2,"2",,15.67497474,150.535086585162,146,21.5,10.0859949494042,1264066.44872355,476910.862521528
1264071.91986247,476901.678249515,r54,y15,mi_1,141,Dr,0.6,10.9,LS,6.2,,"-","-",,,,"-","-","-",I,DF,,,,"2",SNC,10.6903794852548,,,,regen,,"-",,15.67497474,149.217429446248,146,21.5,10.6735286357772,1264066.44872355,476910.862521528
1264073.61887844,476899.51701309,r55,y41,mi_1,141,Fd,0.4,13.7,LS,17.5,,"-","-",,,,"-","-","-",C,DF,,,,"2",SNC,13.4213144977425,,,,regen,,"-",,15.67497474,147.707858495478,146,21.5,13.4153525055182,1264066.44872355,476910.862521528
1264072.81031128,476897.318009071,r56,y35,mi_1,141,Fd,2.3,15.1,LS,25,,"-","-",,,,"-","-","-",D,DF,,,,"2",SNC,14.9640775225572,,,,regen,,"-",,15.67497474,154.841490779345,146,21.5,14.7862644403887,1264066.44872355,476910.862521528
1264074.31997896,476895.973980519,r57,y101,mi_1,141,Fd,1.8,17.1,LS,19.2,,"-","-",,,,"-","-","-",C,,,,,"2",,16.8411791466075,,,,regen,,"-",,15.67497474,152.135542790868,146,21.5,16.7447100616322,1264066.44872355,476910.862521528
1264076.39257289,476897.371962777,r58,y112,mi_1,141,Fd,-0.7,17.1,SN,21.5,,"-","-",,,,"-","-","-","-",,,,,"-",,16.7593351612803,,,,regen,,"-",,15.67497474,143.606186888049,146,21.5,16.7447100616322,1264066.44872355,476910.862521528
1264075.64183353,476895.802542171,r59,y33,mi_1,141,Mv,0.8,18,LL,4.9,,"-","-",,,,"-","-","-",S,,,,,"1",,17.6441562382791,,,,regen,,"-",,15.67497474,148.598726887032,146,21.5,17.6260105911918,1264066.44872355,476910.862521528
1264075.64183353,476895.802542171,r60,y111,mi_1,141,Mv,0.8,18,LL,4.2,,"-","-",,,,"-","-","-",S,,,,,"1",,17.6441562382791,,,,regen,,"-",,15.67497474,148.598726887032,146,21.5,17.6260105911918,1264066.44872355,476910.862521528
1264076.79327505,476894.453118248,r61,y55,mi_1,141,Fd,0.6,19.8,LS,22.5,,"-","-",,,,"-","-","-",D,DF,,,,"2",SNC,19.3978932290745,,,,regen,,"-",,15.67497474,147.77250959022,146,21.5,19.388611650311,1264066.44872355,476910.862521528
1043643.14561036,574057.784648712,r62,,cr_1,166,Dr,0.1,8.3,LS,15.7,,"-","-",,,,"-","-","-",C,,,,,"1",,7.37824958477748,,,,regen,,"-",,16.35978259,310.776573537416,310,32.8,7.37757188614716,1043648.73287954,574052.96583247
1043640.06807597,574058.800517936,r63,w9,cr_1,166,Hw,-1.1,11.4,LS,20.7,22.8,Y,Y,1,0,0,N,"-",Y,C,,,,,"1",,10.4461655880286,,,,regen,1,"1",22.3,16.35978259,303.955445395807,310,32.8,10.388088153867,1043648.73287954,574052.96583247
1043638.48918196,574061.300233874,r64,,cr_1,166,Cw,-0.2,14.3,LS,9.3,,"-","-",,,,"-","-","-",S,,,,,"1",,13.20589212795,,,,regen,,"-",,16.35978259,309.132236285969,310,32.8,13.204377565605,1043648.73287954,574052.96583247
1043639.15938268,574063.609764731,r65,w31,cr_1,166,Hw,2,15.3,LS,27.7,,Y,Y,1,1,0,Y,"8",N,C,,,,,"1",,14.3159050039571,,,,regen,2,"2",,16.35978259,318.030762052869,310,32.8,14.1755118455146,1043648.73287954,574052.96583247
1043635.88475799,574060.613709031,r66,,cr_1,166,Cw,-2.4,15.9,DS,5,,"-","-",,,,"-","-","-",S,,,,,"-",,14.9520648511408,,,,regen,,"-",,16.35978259,300.763329229349,310,32.8,14.7581924134604,1043648.73287954,574052.96583247
1043635.88475799,574060.613709031,r67,,cr_1,166,Cw,-2.4,15.9,LS,7.2,,"-","-",,,,"-","-","-",S,,,,,"1",,14.9520648511408,,,,regen,,"-",,16.35978259,300.763329229349,310,32.8,14.7581924134604,1043648.73287954,574052.96583247
1043635.19858241,574062.36434527,r68,,cr_1,166,Dr,-1.5,17.6,LS,15.4,,"-","-",,,,"-","-","-",C,,,,,"1",,16.4775374918777,,,,regen,,"-",,16.35978259,304.77696125082,310,32.8,16.4091206893068,1043648.73287954,574052.96583247
1043635.13430365,574062.287740826,r69,,cr_1,166,Mb,-1.6,17.6,LS,4.4,,"-","-",,,,"-","-","-",I,,,,,"1",,16.4869415537338,,,,regen,,"-",,16.35978259,304.430879917167,310,32.8,16.4091206893068,1043648.73287954,574052.96583247
1043635.05405002,574066.271303478,r70,w21,cr_1,166,Hw,1.4,20.3,LS,7.6,,Y,Y,0,0,0,N,"-",N,S,,,,,"1",,19.0826081998022,,,,regen,0,IBLC,,16.35978259,314.207298262576,310,32.8,19.0311832450628,1043648.73287954,574052.96583247
1043633.87321133,574064.259708025,r71,w102,cr_1,166,Hw,-0.9,19.9,LS,11.2,,Y,Y,1,0,0,N,"-",N,I,,,"7",,"1",,18.664441176855,,,,regen,1,"1",,16.35978259,307.236123739778,310,32.8,18.6427295330989,1043648.73287954,574052.96583247
1043635.33498607,574067.210436709,r72,w112,cr_1,166,Hw,2.3,20.7,LS,21.1,,Y,Y,1,0,0,Y,"1",N,C,,,"1",,"1",,19.5553649810663,,,,regen,1,"1",,16.35978259,316.754464807831,310,32.8,19.4196369570267,1043648.73287954,574052.96583247
1043635.39926483,574067.287041154,r73,w68,cr_1,166,Hw,2.4,20.7,DS,8.4,,N,"-",,,,"-","-","-","-",,,,,"-",,19.5673784535056,,,,regen,,DU,,16.35978259,317.045246481946,310,32.8,19.4196369570267,1043648.73287954,574052.96583247
1043634.10357517,574065.89398002,r74,,cr_1,166,Hw,0.5,20.8,DS,9.3,,N,"-",,,,"-","-","-","-",,,,,"-",,19.5231540892112,,,,regen,,DU,,16.35978259,311.467540657598,310,32.8,19.5167503850176,1043648.73287954,574052.96583247
1043634.29641145,574066.123793353,r75,,cr_1,166,Hw,0.8,20.8,DS,4.9,,N,"-",,,,"-","-","-","-",,,,,"-",,19.5331396757174,,,,regen,,DU,,16.35978259,312.347264619162,310,32.8,19.5167503850176,1043648.73287954,574052.96583247
1043632.99060735,574064.869759972,r76,,cr_1,166,Hw,-1,21,DS,5,,N,"-",,,,"-","-","-","-",,,,,"-",,19.7363275154017,,,,regen,,DU,,16.35978259,307.095694565412,310,32.8,19.7109772409995,1043648.73287954,574052.96583247
1043633.23108563,574066.365004214,r77,w30,cr_1,166,Hw,0.3,21.8,LS,8.1,,Y,N,0,0,1,N,"-",N,S,,,"2",,"1",,20.4900809672232,,,,regen,1,"1",,16.35978259,310.83891069308,310,32.8,20.4878846649273,1043648.73287954,574052.96583247
1043632.61211901,574066.231675225,r78,w24,cr_1,166,Hw,-0.2,22.2,LS,22.1,27.7,Y,N,1,1,0,N,"-",Y,C,,,"1",,"1",,20.8772963773199,,,,regen,2,"2",27.2,16.35978259,309.451110384464,310,32.8,20.8763383768911,1043648.73287954,574052.96583247
1043632.58895992,574068.470300402,r79,,cr_1,166,Fd,1.5,23.7,LS,21.4,,"-","-",,,,"-","-","-",C,,,"-",,"2",,22.3833569100675,,,,regen,,"-",,16.35978259,313.842503480294,310,32.8,22.3330397967556,1043648.73287954,574052.96583247
1043631.93964999,574068.754054671,r80,,cr_1,166,Fd,1.3,24.4,DS,8.5,,"-","-",,,,"-","-","-","-",,,"1",,"-",,23.0495231874779,,,,regen,,"-",,16.35978259,313.233214783796,310,32.8,23.0128337926923,1043648.73287954,574052.96583247
1043631.00940401,574068.098675709,r81,,cr_1,166,Dr,0.2,24.7,LS,13.2,,"-","-",,,,"-","-","-",C,,,"-",,"1",,23.305032276217,,,,regen,,"-",,16.35978259,310.491709105083,310,32.8,23.3041740766652,1043648.73287954,574052.96583247
1043629.04417553,574067.267424349,r82,w55,cr_1,166,Hw,-1.7,25.7,LS,7.8,,N,"-",0,0,0,"-","-","-",S,,,"-",,"1",,24.3347610591678,,,,regen,0,"0",,16.35978259,305.994116204984,310,32.8,24.2753083565748,1043648.73287954,574052.96583247
1043628.75312505,574066.46731887,r83,w28,cr_1,166,Hw,-2.5,25.4,LS,14.5,,N,"-",0,0,0,"-","-","-",I,,,"-",,"1",,24.1139114311136,,,,regen,0,"0",,16.35978259,304.049190320061,310,32.8,23.9839680726019,1043648.73287954,574052.96583247
1043629.12509106,574066.155202329,r84,w58,cr_1,166,Hw,-2.5,24.9,LS,11.1,,N,"-",0,0,0,"-","-","-",I,,,"4",,"1",,23.6310145019513,,,,regen,0,"0",,16.35978259,303.927133449661,310,32.8,23.4984009326471,1043648.73287954,574052.96583247
1043627.87411319,574067.988141776,r85,,cr_1,166,Hw,-1.9,27.1,SN,4.6,,U,"-",,,,"-","-","-","-",,,,,"-",,25.7052117438408,,,,regen,,DU,,16.35978259,305.761118283244,310,32.8,25.6348963484483,1043648.73287954,574052.96583247
1043631.6962415,574069.219380101,r86,,cr_1,166,Hw,1.5,24.9,DS,5.1,,N,"-",,,,"-","-","-","-",,,,,"-",,23.546227859074,,,,regen,,DU,,16.35978259,313.652470641496,310,32.8,23.4984009326471,1043648.73287954,574052.96583247
1043630.97253836,574069.565557679,r87,,cr_1,166,Dr,1.3,25.7,LS,17.3,,"-","-",,,,"-","-","-",C,,,,,"1",,24.3100924680839,,,,regen,,"-",,16.35978259,313.065395954977,310,32.8,24.2753083565748,1043648.73287954,574052.96583247
1043631.58139053,574069.83791442,r88,,cr_1,166,Dr,1.9,25.4,SN,6.6,,"-","-",,,,"-","-","-","-",,,,,"-",,24.0591089716055,,,,regen,,"-",,16.35978259,314.5294883857,310,32.8,23.9839680726019,1043648.73287954,574052.96583247
1043631.75399794,574070.345783258,r89,w67,cr_1,166,Hw,2.4,25.6,LS,7.5,,N,"-",0,0,0,"-","-","-",S,,,,,"1",,24.2970185414713,,,,regen,0,"0",,16.35978259,315.668780810438,310,32.8,24.1781949285839,1043648.73287954,574052.96583247
1043630.16073547,574069.202415357,r90,,cr_1,166,Hw,0.5,26.1,DS,6.8,,N,"-",,,,"-","-","-","-",,,"1",,"-",,24.6688297122804,,,,regen,,DU,,16.35978259,311.161378627818,310,32.8,24.6637620685387,1043648.73287954,574052.96583247
1043627.93546174,574070.025315892,r91,,cr_1,166,Fd,-0.3,28.4,LS,10.5,,"-","-",,,,"-","-","-",I,,,"-",,"2",,26.8990438862704,,,,regen,,"-",,16.35978259,309.360977650953,310,32.8,26.8973709123308,1043648.73287954,574052.96583247
1043628.62229923,574071.146020285,r92,w75,cr_1,166,Hw,1,28.6,LS,6.6,,N,"-",0,0,0,"-","-","-",S,,,"1",,"1",,27.1100473928035,,,,regen,0,"0",,16.35978259,312.113931402855,310,32.8,27.0915977683128,1043648.73287954,574052.96583247
1043626.82608603,574069.911866804,r93,,cr_1,166,Dr,-1.1,29.2,LS,17.6,,"-","-",,,,"-","-","-",C,,,,,"1",,27.6961311636248,,,,regen,,"-",,16.35978259,307.723799817594,310,32.8,27.6742783362586,1043648.73287954,574052.96583247
1043625.68277489,574069.304730013,r94,w11,cr_1,166,Hw,-2.3,29.7,LS,12.3,,Y,N,1,0,0,N,"-",N,I,,,"1",,"1",,28.2536174187345,,,,regen,1,"1",,16.35978259,305.330641211047,310,32.8,28.1598454762134,1043648.73287954,574052.96583247
1043625.66254601,574069.582785518,r95,,cr_1,166,Hw,-2.1,29.9,DS,5.7,,N,"-",,,,"-","-","-","-",,,,,"-",,28.4317325856052,,,,regen,,DU,,16.35978259,305.764211435253,310,32.8,28.3540723321953,1043648.73287954,574052.96583247
1043626.29521918,574070.487857714,r96,,cr_1,166,Hw,-1,30,SN,5.5,,N,"-",,,,"-","-","-","-",,,,,"-",,28.4687542959053,,,,regen,,DU,,16.35978259,307.987001191447,310,32.8,28.4511857601863,1043648.73287954,574052.96583247
1043625.43284408,574070.819854155,r97,,cr_1,166,Fd,-1.3,30.9,LS,22,,"-","-",,,,"-","-","-",C,,,,,"2",,29.3540072706035,,,,regen,,"-",,16.35978259,307.461713408229,310,32.8,29.3252066121049,1043648.73287954,574052.96583247
1043624.84422079,574070.269441909,r98,w48,cr_1,166,Hw,-2.1,31,LS,9.7,,N,"-",0,0,0,"-","-","-",I,DS,,"1",,"2",,29.4971679410385,,,,regen,0,"0",,16.35978259,305.917472122304,310,32.8,29.4223200400959,1043648.73287954,574052.96583247
